"No.","Time","Source","Destination","Protocol","Length","Info"
"409","56.411214","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=264 Win=262080 Len=0"
"410","56.435318","151.101.193.69","10.1.18.23","TCP","66","443  >  49715 [ACK] Seq=5531 Ack=1511 Win=32256 Len=0 TSval=793668272 TSecr=850354959"
"411","56.440524","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=264 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"412","56.440527","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"413","56.440528","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=1662 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"414","56.440529","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"415","56.440529","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=3060 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"416","56.440531","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"417","56.440556","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=4458 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"418","56.440557","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"419","56.440558","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=5856 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"420","56.440589","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=1662 Win=260736 Len=0"
"421","56.440590","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=3060 Win=259328 Len=0"
"422","56.440648","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=4458 Win=257920 Len=0"
"423","56.440648","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=5856 Win=256544 Len=0"
"424","56.440648","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=7106 Win=262144 Len=0"
"425","56.440743","104.16.109.18","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"426","56.444723","104.16.109.18","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"427","56.444727","104.16.109.18","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"428","56.444727","104.16.109.18","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"429","56.444729","104.16.109.18","10.1.18.23","TLSv1.2","1170","Application Data, Application Data, Application Data"
"430","56.444783","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=9606 Win=260864 Len=0"
"431","56.444783","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=12106 Win=258368 Len=0"
"432","56.444783","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=13222 Win=257248 Len=0"
"433","56.444847","10.1.18.23","104.16.109.18","TCP","54","[TCP Window Update] 49716  >  443 [ACK] Seq=1100 Ack=13222 Win=262144 Len=0"
"434","56.449554","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=13222 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"435","56.449557","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"436","56.449558","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=14620 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"437","56.449559","104.16.109.18","10.1.18.23","TLSv1.2","202","Application Data"
"438","56.449559","104.16.109.18","10.1.18.23","TCP","1304","443  >  49716 [ACK] Seq=16018 Ack=1100 Win=31744 Len=1250 [TCP segment of a reassembled PDU]"
"439","56.449562","104.16.109.18","10.1.18.23","TLSv1.2","1291","Application Data, Application Data"
"440","56.449562","104.16.109.18","10.1.18.23","TLSv1.2","92","Application Data"
"441","56.449617","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=14620 Win=260736 Len=0"
"442","56.449617","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=16018 Win=259328 Len=0"
"443","56.449679","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=18505 Win=256832 Len=0"
"444","56.449679","10.1.18.23","104.16.109.18","TCP","54","[TCP Window Update] 49716  >  443 [ACK] Seq=1100 Ack=18505 Win=259648 Len=0"
"445","56.449679","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1100 Ack=18543 Win=259616 Len=0"
"446","56.449728","10.1.18.23","104.16.109.18","TCP","54","[TCP Window Update] 49716  >  443 [ACK] Seq=1100 Ack=18543 Win=262144 Len=0"
"447","56.465095","151.101.193.69","10.1.18.23","TLSv1.2","249","Application Data"
"448","56.465153","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=1511 Ack=5714 Win=130880 Len=0 TSval=850355028 TSecr=793668279"
"449","57.109962","10.1.18.23","63.251.109.132","TCP","78","[TCP Retransmission] 49705  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850355672 TSecr=0 SACK_PERM=1"
"450","57.146700","10.1.18.23","138.202.84.49","DNS","89","Standard query 0xd4d7 A pagead2.googlesyndication.com"
"451","57.149275","63.251.109.132","10.1.18.23","TCP","60","443  >  49705 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250"
"452","57.149342","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"453","57.149733","10.1.18.23","63.251.109.132","TLSv1.2","571","Client Hello"
"454","57.150497","138.202.84.49","10.1.18.23","DNS","145","Standard query response 0xd4d7 A pagead2.googlesyndication.com CNAME pagead46.l.doubleclick.net A 216.58.195.66"
"455","57.151558","10.1.18.23","216.58.195.66","TCP","78","49717  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850355713 TSecr=0 SACK_PERM=1"
"456","57.155988","216.58.195.66","10.1.18.23","TCP","74","443  >  49717 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1250 SACK_PERM=1 TSval=4037575316 TSecr=850355713 WS=256"
"457","57.156050","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850355717 TSecr=4037575316"
"458","57.156364","10.1.18.23","216.58.195.66","TLSv1.2","583","Client Hello"
"459","57.161824","216.58.195.66","10.1.18.23","TCP","66","443  >  49717 [ACK] Seq=1 Ack=518 Win=43520 Len=0 TSval=4037575322 TSecr=850355717"
"460","57.172171","10.1.18.23","63.251.109.132","TCP","78","[TCP Retransmission] 49708  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850355732 TSecr=0 SACK_PERM=1"
"461","57.176824","63.251.109.132","10.1.18.23","TCP","62","443  >  49708 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1250 WS=4096"
"462","57.176896","10.1.18.23","63.251.109.132","TCP","54","49708  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"463","57.177249","10.1.18.23","63.251.109.132","TLSv1.2","274","Client Hello"
"464","57.180932","216.58.195.66","10.1.18.23","TLSv1.2","1304","Server Hello"
"465","57.180936","216.58.195.66","10.1.18.23","TCP","1304","443  >  49717 [ACK] Seq=1239 Ack=518 Win=43520 Len=1238 TSval=4037575340 TSecr=850355717 [TCP segment of a reassembled PDU]"
"466","57.180937","216.58.195.66","10.1.18.23","TLSv1.2","388","Certificate, Server Key Exchange, Server Hello Done"
"467","57.181003","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=518 Ack=2477 Win=128736 Len=0 TSval=850355740 TSecr=4037575340"
"468","57.181003","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=518 Ack=2799 Win=128416 Len=0 TSval=850355740 TSecr=4037575340"
"469","57.181069","10.1.18.23","216.58.195.66","TCP","66","[TCP Window Update] 49717  >  443 [ACK] Seq=518 Ack=2799 Win=131072 Len=0 TSval=850355740 TSecr=4037575340"
"470","57.184300","10.1.18.23","216.58.195.66","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"471","57.188966","216.58.195.66","10.1.18.23","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"472","57.188969","216.58.195.66","10.1.18.23","TLSv1.2","135","Application Data"
"473","57.189017","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=611 Ack=2850 Win=131008 Len=0 TSval=850355747 TSecr=4037575349"
"474","57.189018","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=611 Ack=2919 Win=130944 Len=0 TSval=850355747 TSecr=4037575349"
"475","57.189817","10.1.18.23","216.58.195.66","TLSv1.2","119","Application Data"
"476","57.189817","10.1.18.23","216.58.195.66","TLSv1.2","116","Application Data"
"477","57.189818","10.1.18.23","216.58.195.66","TLSv1.2","108","Application Data"
"478","57.189818","10.1.18.23","216.58.195.66","TLSv1.2","714","Application Data"
"479","57.189842","10.1.18.23","216.58.195.66","TLSv1.2","813","Application Data"
"480","57.189911","10.1.18.23","216.58.195.66","TLSv1.2","504","Application Data"
"481","57.189980","10.1.18.23","216.58.195.66","TLSv1.2","104","Application Data"
"482","57.194225","216.58.195.66","10.1.18.23","TCP","66","443  >  49717 [ACK] Seq=2919 Ack=714 Win=43520 Len=0 TSval=4037575354 TSecr=850355747"
"483","57.194230","216.58.195.66","10.1.18.23","TLSv1.2","104","Application Data"
"484","57.194231","216.58.195.66","10.1.18.23","TCP","66","443  >  49717 [ACK] Seq=2957 Ack=2151 Win=46336 Len=0 TSval=4037575354 TSecr=850355747"
"485","57.194295","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2627 Ack=2957 Win=131008 Len=0 TSval=850355752 TSecr=4037575354"
"486","57.195072","216.58.195.66","10.1.18.23","TCP","66","443  >  49717 [ACK] Seq=2957 Ack=2627 Win=47872 Len=0 TSval=4037575355 TSecr=850355747"
"487","57.213665","216.58.195.66","10.1.18.23","TLSv1.2","582","Application Data"
"488","57.213669","216.58.195.66","10.1.18.23","TLSv1.2","184","Application Data, Application Data"
"489","57.213671","216.58.195.66","10.1.18.23","TLSv1.2","112","Application Data"
"490","57.213735","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2627 Ack=3473 Win=130528 Len=0 TSval=850355771 TSecr=4037575374"
"491","57.213736","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2627 Ack=3591 Win=130432 Len=0 TSval=850355771 TSecr=4037575374"
"492","57.213736","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2627 Ack=3637 Win=130368 Len=0 TSval=850355771 TSecr=4037575374"
"493","57.214162","10.1.18.23","216.58.195.66","TLSv1.2","112","Application Data"
"494","57.215081","216.58.195.66","10.1.18.23","TLSv1.2","145","Application Data"
"495","57.215086","216.58.195.66","10.1.18.23","TLSv1.2","146","Application Data"
"496","57.215087","216.58.195.66","10.1.18.23","TLSv1.2","104","Application Data"
"497","57.215143","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=3716 Win=130976 Len=0 TSval=850355772 TSecr=4037575374"
"498","57.215144","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=3796 Win=130912 Len=0 TSval=850355772 TSecr=4037575374"
"499","57.215144","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=3834 Win=130848 Len=0 TSval=850355772 TSecr=4037575375"
"500","57.215304","216.58.195.66","10.1.18.23","TLSv1.2","145","Application Data"
"501","57.215306","216.58.195.66","10.1.18.23","TLSv1.2","146","Application Data"
"502","57.215307","216.58.195.66","10.1.18.23","TLSv1.2","104","Application Data"
"503","57.215332","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=3913 Win=130976 Len=0 TSval=850355772 TSecr=4037575375"
"504","57.215332","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=3993 Win=130912 Len=0 TSval=850355772 TSecr=4037575375"
"505","57.215349","10.1.18.23","216.58.195.66","TCP","66","49717  >  443 [ACK] Seq=2673 Ack=4031 Win=130848 Len=0 TSval=850355772 TSecr=4037575375"
"506","57.217958","63.251.109.132","10.1.18.23","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"507","57.218022","10.1.18.23","63.251.109.132","TCP","54","49708  >  443 [ACK] Seq=221 Ack=138 Win=261984 Len=0"
"508","57.218175","10.1.18.23","63.251.109.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"509","57.219056","10.1.18.23","63.251.109.132","TLSv1.2","568","Application Data"
"510","57.232465","63.251.109.132","10.1.18.23","TLSv1.2","1118","Application Data"
"511","57.232553","10.1.18.23","63.251.109.132","TCP","54","49708  >  443 [ACK] Seq=786 Ack=1202 Win=261056 Len=0"
"512","57.258481","216.58.195.66","10.1.18.23","TCP","66","443  >  49717 [ACK] Seq=4031 Ack=2673 Win=47872 Len=0 TSval=4037575380 TSecr=850355771"
"513","58.071442","10.1.18.23","63.251.109.132","TLSv1.2","630","Application Data"
"514","58.358416","10.1.18.23","63.251.109.132","TCP","630","[TCP Retransmission] 49707  >  443 [PSH, ACK] Seq=1158 Ack=5991 Win=65535 Len=576"
"515","58.358417","10.1.18.23","63.251.109.132","TCP","571","[TCP Retransmission] 49705  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=517"
"516","58.361116","63.251.109.132","10.1.18.23","TCP","590","443  >  49707 [ACK] Seq=5991 Ack=1734 Win=13824 Len=536 [TCP segment of a reassembled PDU]"
"517","58.364664","63.251.109.132","10.1.18.23","TCP","60","[TCP Previous segment not captured] 443  >  49707 [ACK] Seq=7055 Ack=1734 Win=13824 Len=0"
"518","58.462411","10.1.18.23","63.251.109.132","TCP","54","49707  >  443 [ACK] Seq=1734 Ack=6527 Win=65535 Len=0"
"519","58.467366","63.251.109.132","10.1.18.23","TCP","582","[TCP Retransmission] 443  >  49707 [PSH, ACK] Seq=6527 Ack=1734 Win=13824 Len=528"
"520","58.467460","10.1.18.23","63.251.109.132","TCP","54","49707  >  443 [ACK] Seq=1734 Ack=7055 Win=65535 Len=0"
"521","59.206724","63.251.109.132","10.1.18.23","TCP","191","[TCP Retransmission] 443  >  49711 [PSH, ACK] Seq=1 Ack=221 Win=11792 Len=137"
"522","59.206803","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [ACK] Seq=221 Ack=138 Win=65535 Len=0"
"523","59.207011","10.1.18.23","63.251.109.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"524","59.207637","10.1.18.23","63.251.109.132","TLSv1.2","568","Application Data"
"525","59.211884","63.251.109.132","10.1.18.23","TCP","60","443  >  49711 [ACK] Seq=138 Ack=272 Win=11792 Len=0"
"526","59.214638","63.251.109.132","10.1.18.23","TCP","590","443  >  49711 [ACK] Seq=138 Ack=786 Win=12864 Len=536 [TCP segment of a reassembled PDU]"
"527","59.214645","63.251.109.132","10.1.18.23","TLSv1.2","582","Application Data"
"528","59.214741","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [ACK] Seq=786 Ack=1202 Win=65535 Len=0"
"529","60.230682","63.251.109.132","10.1.18.23","TLSv1.2","590","Server Hello"
"530","60.331810","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=537 Win=65535 Len=0"
"531","60.336833","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=537 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"532","60.336848","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=1073 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"533","60.337012","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=1609 Win=65535 Len=0"
"534","60.342305","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=1609 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"535","60.342309","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=2145 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"536","60.342310","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=2681 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"537","60.342311","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=3217 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"538","60.342398","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=2681 Win=65535 Len=0"
"539","60.342398","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=3753 Win=65535 Len=0"
"540","60.347370","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=3753 Ack=518 Win=11792 Len=536 [TCP segment of a reassembled PDU]"
"541","60.347374","63.251.109.132","10.1.18.23","TLSv1.2","590","Certificate [TCP segment of a reassembled PDU]"
"542","60.347376","63.251.109.132","10.1.18.23","TLSv1.2","105","Server Key Exchange, Server Hello Done"
"543","60.347441","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=4825 Win=65535 Len=0"
"544","60.347442","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=518 Ack=4876 Win=65535 Len=0"
"545","60.351686","10.1.18.23","63.251.109.132","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"546","60.358011","63.251.109.132","10.1.18.23","TCP","60","443  >  49705 [ACK] Seq=4876 Ack=644 Win=11792 Len=0"
"547","60.358017","63.251.109.132","10.1.18.23","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"548","60.358089","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=644 Ack=4927 Win=65535 Len=0"
"549","60.358980","10.1.18.23","63.251.109.132","TLSv1.2","566","Application Data"
"550","60.367000","63.251.109.132","10.1.18.23","TCP","590","443  >  49705 [ACK] Seq=4927 Ack=1156 Win=12864 Len=536 [TCP segment of a reassembled PDU]"
"551","60.367008","63.251.109.132","10.1.18.23","TLSv1.2","582","Application Data"
"552","60.367104","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=1156 Ack=5991 Win=65535 Len=0"
"553","61.049748","12.129.210.52","10.1.18.23","TCP","60","443  >  49706 [RST, ACK] Seq=4756 Ack=1489 Win=19808 Len=0"
"554","61.159729","63.251.109.132","10.1.18.23","TLSv1.2","85","Encrypted Alert"
"555","61.159735","63.251.109.132","10.1.18.23","TCP","60","443  >  49709 [FIN, ACK] Seq=1233 Ack=786 Win=12864 Len=0"
"556","61.159736","63.251.109.132","10.1.18.23","TLSv1.2","85","Encrypted Alert"
"557","61.159736","63.251.109.132","10.1.18.23","TCP","60","443  >  49710 [FIN, ACK] Seq=1233 Ack=784 Win=12864 Len=0"
"558","61.159813","10.1.18.23","63.251.109.132","TCP","54","49709  >  443 [ACK] Seq=786 Ack=1233 Win=65535 Len=0"
"559","61.159813","10.1.18.23","63.251.109.132","TCP","54","49709  >  443 [ACK] Seq=786 Ack=1234 Win=65535 Len=0"
"560","61.159890","10.1.18.23","63.251.109.132","TCP","54","49710  >  443 [ACK] Seq=784 Ack=1233 Win=65535 Len=0"
"561","61.159890","10.1.18.23","63.251.109.132","TCP","54","49710  >  443 [ACK] Seq=784 Ack=1234 Win=65535 Len=0"
"562","61.160149","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"563","61.160792","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"564","61.161095","10.1.18.23","63.251.109.132","TCP","54","49709  >  443 [FIN, ACK] Seq=817 Ack=1234 Win=65535 Len=0"
"565","61.161114","10.1.18.23","63.251.109.132","TCP","54","49710  >  443 [FIN, ACK] Seq=815 Ack=1234 Win=65535 Len=0"
"566","61.164648","63.251.109.132","10.1.18.23","TCP","60","443  >  49709 [RST] Seq=1234 Win=0 Len=0"
"567","61.165305","63.251.109.132","10.1.18.23","TCP","60","443  >  49710 [RST] Seq=1234 Win=0 Len=0"
"568","61.165752","63.251.109.132","10.1.18.23","TCP","60","443  >  49709 [RST] Seq=1234 Win=0 Len=0"
"569","61.165769","63.251.109.132","10.1.18.23","TCP","60","443  >  49710 [RST] Seq=1234 Win=0 Len=0"
"570","61.354735","Cisco_67:04:80","Broadcast","ARP","60","Gratuitous ARP for 0.0.0.0 (Request)"
"571","61.457037","Cisco_67:04:80","Broadcast","ARP","60","Gratuitous ARP for 0.0.0.0 (Reply)"
"572","62.278696","63.251.109.132","10.1.18.23","TCP","60","[TCP Previous segment not captured] 443  >  49708 [FIN, ACK] Seq=1233 Ack=786 Win=45056 Len=0"
"573","62.278701","63.251.109.132","10.1.18.23","TCP","85","[TCP Out-Of-Order] 443  >  49708 [PSH, ACK] Seq=1202 Ack=786 Win=45056 Len=31"
"574","62.278755","10.1.18.23","63.251.109.132","TCP","54","[TCP Window Update] 49708  >  443 [ACK] Seq=786 Ack=1202 Win=262144 Len=0"
"575","62.278829","10.1.18.23","63.251.109.132","TCP","54","49708  >  443 [ACK] Seq=786 Ack=1234 Win=262112 Len=0"
"576","62.279056","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"577","62.279583","10.1.18.23","63.251.109.132","TCP","54","49708  >  443 [FIN, ACK] Seq=817 Ack=1234 Win=262144 Len=0"
"578","62.283928","63.251.109.132","10.1.18.23","TCP","60","443  >  49708 [RST] Seq=1234 Win=0 Len=0"
"579","62.283935","63.251.109.132","10.1.18.23","TCP","60","443  >  49708 [RST] Seq=1234 Win=0 Len=0"
"580","62.907691","10.1.18.23","138.202.84.49","DNS","70","Standard query 0x2cc5 A github.com"
"581","62.911516","138.202.84.49","10.1.18.23","DNS","102","Standard query response 0x2cc5 A github.com A 192.30.255.112 A 192.30.255.113"
"582","62.912125","10.1.18.23","192.30.255.112","TCP","78","49718  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850361448 TSecr=0 SACK_PERM=1"
"583","62.934094","192.30.255.112","10.1.18.23","TCP","74","443  >  49718 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28480 Len=0 MSS=1250 SACK_PERM=1 TSval=677569235 TSecr=850361448 WS=1024"
"584","62.934149","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850361470 TSecr=677569235"
"585","62.934438","10.1.18.23","192.30.255.112","TLSv1.2","583","Client Hello"
"586","62.959672","192.30.255.112","10.1.18.23","TLSv1.2","1304","Server Hello"
"587","62.959677","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=1239 Ack=518 Win=29696 Len=1238 TSval=677569241 TSecr=850361470 [TCP segment of a reassembled PDU]"
"588","62.959678","192.30.255.112","10.1.18.23","TLSv1.2","1199","Certificate, Server Key Exchange, Server Hello Done"
"589","62.959746","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=518 Ack=2477 Win=128736 Len=0 TSval=850361495 TSecr=677569241"
"590","62.959746","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=518 Ack=3610 Win=127616 Len=0 TSval=850361495 TSecr=677569241"
"591","62.959808","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=518 Ack=3610 Win=131072 Len=0 TSval=850361495 TSecr=677569241"
"592","62.966244","10.1.18.23","192.30.255.112","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"593","62.988512","192.30.255.112","10.1.18.23","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"594","62.988625","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=644 Ack=3661 Win=131008 Len=0 TSval=850361522 TSecr=677569249"
"595","62.990023","10.1.18.23","192.30.255.112","TLSv1.2","1283","Application Data"
"596","63.050636","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=3661 Ack=1861 Win=32768 Len=0 TSval=677569265 TSecr=850361523"
"597","63.079983","63.251.109.132","10.1.18.23","TCP","60","[TCP Previous segment not captured] 443  >  49707 [FIN, ACK] Seq=7086 Ack=1734 Win=13824 Len=0"
"598","63.079990","63.251.109.132","10.1.18.23","TCP","85","[TCP Out-Of-Order] 443  >  49707 [PSH, ACK] Seq=7055 Ack=1734 Win=13824 Len=31"
"599","63.080121","10.1.18.23","63.251.109.132","TCP","54","[TCP Dup ACK 520#1] 49707  >  443 [ACK] Seq=1734 Ack=7055 Win=65535 Len=0"
"600","63.080122","10.1.18.23","63.251.109.132","TCP","54","49707  >  443 [ACK] Seq=1734 Ack=7087 Win=65535 Len=0"
"601","63.080459","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"602","63.081054","10.1.18.23","63.251.109.132","TCP","54","49707  >  443 [FIN, ACK] Seq=1765 Ack=7087 Win=65535 Len=0"
"603","63.085264","63.251.109.132","10.1.18.23","TCP","60","443  >  49707 [RST] Seq=7087 Win=0 Len=0"
"604","63.085624","63.251.109.132","10.1.18.23","TCP","60","443  >  49707 [RST] Seq=7087 Win=0 Len=0"
"605","63.101132","10.1.18.23","72.21.91.94","TLSv1.2","112","Application Data"
"606","63.101312","10.1.18.23","72.21.91.94","TLSv1.2","97","Encrypted Alert"
"607","63.101879","10.1.18.23","72.21.91.94","TCP","66","49691  >  443 [FIN, ACK] Seq=78 Ack=1 Win=4096 Len=0 TSval=850361632 TSecr=552859978"
"608","63.104890","72.21.91.94","10.1.18.23","TCP","66","443  >  49691 [FIN, ACK] Seq=32 Ack=47 Win=290 Len=0 TSval=552897725 TSecr=850361632"
"609","63.104895","72.21.91.94","10.1.18.23","TCP","97","[TCP Out-Of-Order] 443  >  49691 [PSH, ACK] Seq=1 Ack=47 Win=290 Len=31 TSval=552897725 TSecr=850361632"
"610","63.104962","10.1.18.23","72.21.91.94","TCP","78","[TCP Retransmission] 49691  >  443 [FIN, ACK] Seq=78 Ack=1 Win=4096 Len=0 TSval=850361635 TSecr=552859978 SLE=32 SRE=33"
"611","63.105023","10.1.18.23","72.21.91.94","TCP","54","49691  >  443 [RST] Seq=47 Win=0 Len=0"
"612","63.106300","72.21.91.94","10.1.18.23","TCP","66","443  >  49691 [ACK] Seq=33 Ack=79 Win=290 Len=0 TSval=552897725 TSecr=850361632"
"613","63.106352","10.1.18.23","72.21.91.94","TCP","54","49691  >  443 [RST] Seq=79 Win=0 Len=0"
"614","63.108923","72.21.91.94","10.1.18.23","TCP","78","[TCP Dup ACK 612#1] 443  >  49691 [ACK] Seq=33 Ack=79 Win=290 Len=0 TSval=552897726 TSecr=850361635 SLE=78 SRE=79"
"615","63.108973","10.1.18.23","72.21.91.94","TCP","54","49691  >  443 [RST] Seq=79 Win=0 Len=0"
